neos-1337489,default,heuristics_aggressive,separating_fast,presolving_aggressive,presolving_fast,separating_aggressive,emphasis_feasibility,separating_off,heuristics_fast,emphasis_easycip,emphasis_hardlp,presolving_off,emphasis_optimality,heuristics_off
p2756,default,emphasis_feasibility,separating_aggressive,separating_off,heuristics_fast,emphasis_easycip,emphasis_optimality,heuristics_aggressive,separating_fast,presolving_fast,presolving_off,presolving_aggressive,emphasis_hardlp,heuristics_off
neos-1330635,default,heuristics_aggressive,emphasis_feasibility,presolving_fast,presolving_aggressive,emphasis_easycip,separating_fast,separating_off,emphasis_hardlp,separating_aggressive,heuristics_fast,emphasis_optimality,presolving_off,heuristics_off
neos-948268,emphasis_feasibility,separating_fast,presolving_aggressive,heuristics_aggressive,default,presolving_off,separating_aggressive,separating_off,presolving_fast,heuristics_fast,emphasis_easycip,emphasis_hardlp,emphasis_optimality,heuristics_off
neos-1605061,emphasis_feasibility,separating_off,heuristics_aggressive,default,separating_fast,separating_aggressive,presolving_off,presolving_fast,presolving_aggressive,heuristics_fast,emphasis_easycip,emphasis_hardlp,emphasis_optimality,heuristics_off
iis-bupa-cov,presolving_aggressive,presolving_fast,default,separating_off,emphasis_easycip,heuristics_fast,separating_fast,separating_aggressive,heuristics_aggressive,presolving_off,heuristics_off,emphasis_feasibility,emphasis_hardlp,emphasis_optimality
neos-1599274,emphasis_feasibility,default,emphasis_easycip,presolving_off,heuristics_aggressive,presolving_aggressive,heuristics_fast,separating_off,emphasis_hardlp,separating_fast,separating_aggressive,presolving_fast,heuristics_off,emphasis_optimality
satellites3-40,presolving_fast,emphasis_hardlp,separating_fast,heuristics_aggressive,emphasis_optimality,separating_off,separating_aggressive,default,presolving_off,emphasis_feasibility,emphasis_easycip,heuristics_fast,presolving_aggressive,heuristics_off
neos-1597104,emphasis_hardlp,presolving_fast,emphasis_easycip,emphasis_feasibility,heuristics_aggressive,presolving_off,heuristics_fast,separating_aggressive,presolving_aggressive,default,separating_fast,emphasis_optimality,heuristics_off,separating_off
pigeon-12,separating_aggressive,presolving_aggressive,emphasis_easycip,emphasis_hardlp,heuristics_aggressive,emphasis_feasibility,separating_off,separating_fast,emphasis_optimality,presolving_off,default,presolving_fast,heuristics_fast,heuristics_off
neos-785899,presolving_aggressive,default,separating_aggressive,presolving_fast,heuristics_aggressive,emphasis_easycip,separating_fast,heuristics_fast,emphasis_feasibility,presolving_off,emphasis_hardlp,separating_off,emphasis_optimality,heuristics_off
ns25-pr9,presolving_fast,heuristics_aggressive,default,separating_fast,separating_aggressive,separating_off,presolving_aggressive,presolving_off,emphasis_feasibility,heuristics_fast,emphasis_hardlp,emphasis_easycip,heuristics_off,emphasis_optimality
set3-10,presolving_aggressive,default,heuristics_aggressive,separating_fast,emphasis_feasibility,presolving_fast,presolving_off,separating_off,separating_aggressive,emphasis_hardlp,emphasis_optimality,emphasis_easycip,heuristics_fast,heuristics_off
ns25-pr3,heuristics_aggressive,separating_off,presolving_fast,separating_fast,default,heuristics_fast,emphasis_hardlp,presolving_aggressive,separating_aggressive,emphasis_easycip,presolving_off,heuristics_off,emphasis_feasibility,emphasis_optimality
pp08a,presolving_aggressive,default,separating_fast,heuristics_aggressive,separating_aggressive,emphasis_optimality,presolving_fast,heuristics_fast,emphasis_easycip,presolving_off,separating_off,emphasis_hardlp,emphasis_feasibility,heuristics_off
n370a,presolving_fast,emphasis_feasibility,heuristics_aggressive,separating_aggressive,presolving_aggressive,separating_fast,separating_off,default,presolving_off,emphasis_hardlp,emphasis_easycip,emphasis_optimality,heuristics_fast,heuristics_off
probportfolio,emphasis_feasibility,default,separating_aggressive,separating_off,heuristics_aggressive,presolving_off,presolving_aggressive,presolving_fast,separating_fast,emphasis_easycip,emphasis_hardlp,heuristics_fast,emphasis_optimality,heuristics_off
dc1l,separating_off,emphasis_feasibility,presolving_fast,heuristics_aggressive,separating_fast,presolving_aggressive,default,presolving_off,emphasis_hardlp,emphasis_easycip,separating_aggressive,heuristics_fast,emphasis_optimality,heuristics_off
neos-525149,emphasis_feasibility,default,heuristics_aggressive,presolving_fast,separating_fast,emphasis_hardlp,separating_aggressive,presolving_aggressive,separating_off,heuristics_fast,emphasis_easycip,presolving_off,emphasis_optimality,heuristics_off
neos-856059,separating_off,heuristics_aggressive,presolving_fast,default,emphasis_optimality,separating_fast,emphasis_hardlp,presolving_off,separating_aggressive,emphasis_feasibility,emphasis_easycip,presolving_aggressive,heuristics_fast,heuristics_off
triptim2,default,separating_off,emphasis_feasibility,separating_aggressive,separating_fast,heuristics_aggressive,presolving_aggressive,heuristics_fast,presolving_off,presolving_fast,emphasis_easycip,emphasis_optimality,emphasis_hardlp,heuristics_off
p0282,heuristics_aggressive,default,presolving_fast,separating_fast,presolving_aggressive,emphasis_feasibility,separating_aggressive,emphasis_easycip,heuristics_fast,separating_off,presolving_off,emphasis_optimality,heuristics_off,emphasis_hardlp
khb05250,presolving_aggressive,emphasis_feasibility,default,separating_aggressive,heuristics_fast,heuristics_aggressive,separating_fast,emphasis_hardlp,presolving_fast,emphasis_optimality,emphasis_easycip,separating_off,presolving_off,heuristics_off
p100x588b,separating_aggressive,heuristics_aggressive,default,presolving_fast,presolving_aggressive,separating_fast,presolving_off,heuristics_fast,emphasis_feasibility,emphasis_optimality,emphasis_easycip,emphasis_hardlp,heuristics_off,separating_off
cov1075,separating_fast,presolving_fast,separating_aggressive,default,separating_off,heuristics_aggressive,presolving_aggressive,presolving_off,heuristics_fast,emphasis_easycip,emphasis_feasibility,emphasis_optimality,heuristics_off,emphasis_hardlp
neos-501453,default,heuristics_fast,separating_fast,emphasis_easycip,heuristics_aggressive,emphasis_feasibility,separating_aggressive,separating_off,presolving_fast,emphasis_hardlp,presolving_off,presolving_aggressive,emphasis_optimality,heuristics_off
neos-1605075,default,heuristics_aggressive,emphasis_feasibility,separating_fast,heuristics_fast,emphasis_hardlp,separating_off,presolving_aggressive,separating_aggressive,heuristics_off,presolving_fast,emphasis_easycip,presolving_off,emphasis_optimality
map18,default,presolving_aggressive,presolving_fast,separating_fast,heuristics_aggressive,separating_off,separating_aggressive,emphasis_feasibility,emphasis_easycip,heuristics_fast,emphasis_hardlp,presolving_off,emphasis_optimality,heuristics_off
neos-1367061,separating_fast,presolving_aggressive,emphasis_feasibility,separating_off,presolving_fast,presolving_off,default,heuristics_aggressive,emphasis_hardlp,emphasis_easycip,heuristics_fast,separating_aggressive,emphasis_optimality,heuristics_off
