neos-941717,emphasis_feasibility,separating_fast,heuristics_aggressive,emphasis_easycip,separating_aggressive,presolving_off,presolving_fast,default,presolving_aggressive,heuristics_fast,heuristics_off,emphasis_hardlp,emphasis_optimality,separating_off
rococoC10-001000,emphasis_feasibility,separating_fast,heuristics_fast,default,heuristics_aggressive,presolving_aggressive,presolving_fast,emphasis_easycip,separating_off,separating_aggressive,emphasis_hardlp,presolving_off,emphasis_optimality,heuristics_off
modglob,separating_aggressive,presolving_aggressive,default,emphasis_easycip,presolving_fast,heuristics_aggressive,separating_fast,heuristics_fast,emphasis_feasibility,presolving_off,emphasis_hardlp,emphasis_optimality,separating_off,heuristics_off
neos-1445738,separating_fast,emphasis_feasibility,separating_off,default,heuristics_aggressive,separating_aggressive,heuristics_fast,emphasis_optimality,emphasis_easycip,presolving_fast,emphasis_hardlp,presolving_off,presolving_aggressive,heuristics_off
dano3_5,presolving_aggressive,presolving_fast,separating_off,heuristics_fast,default,emphasis_feasibility,emphasis_easycip,separating_fast,emphasis_hardlp,presolving_off,emphasis_optimality,separating_aggressive,heuristics_aggressive,heuristics_off
neos-619167,emphasis_feasibility,heuristics_aggressive,separating_fast,presolving_off,emphasis_hardlp,emphasis_optimality,default,presolving_aggressive,heuristics_fast,separating_off,presolving_fast,separating_aggressive,emphasis_easycip,heuristics_off
neos-1599274,presolving_aggressive,separating_fast,emphasis_feasibility,default,separating_aggressive,presolving_fast,emphasis_hardlp,heuristics_aggressive,heuristics_fast,emphasis_easycip,separating_off,presolving_off,emphasis_optimality,heuristics_off
aligninq,separating_aggressive,default,emphasis_hardlp,presolving_aggressive,heuristics_aggressive,emphasis_feasibility,heuristics_fast,presolving_off,emphasis_easycip,presolving_fast,separating_fast,emphasis_optimality,separating_off,heuristics_off
rmatr200-p10,presolving_fast,default,separating_fast,presolving_aggressive,separating_off,heuristics_aggressive,emphasis_feasibility,presolving_off,separating_aggressive,emphasis_optimality,emphasis_hardlp,emphasis_easycip,heuristics_fast,heuristics_off
neos-1228986,default,separating_fast,presolving_aggressive,presolving_fast,separating_aggressive,heuristics_aggressive,separating_off,heuristics_fast,emphasis_feasibility,emphasis_easycip,emphasis_hardlp,presolving_off,emphasis_optimality,heuristics_off
nsr8k,presolving_fast,presolving_aggressive,default,presolving_off,separating_aggressive,separating_fast,separating_off,emphasis_optimality,heuristics_aggressive,emphasis_feasibility,emphasis_hardlp,heuristics_fast,emphasis_easycip,heuristics_off
reblock354,separating_off,emphasis_feasibility,separating_fast,default,emphasis_hardlp,heuristics_aggressive,presolving_fast,emphasis_easycip,heuristics_fast,separating_aggressive,presolving_aggressive,presolving_off,heuristics_off,emphasis_optimality
stockholm,separating_fast,presolving_fast,heuristics_aggressive,presolving_aggressive,emphasis_feasibility,separating_off,separating_aggressive,default,presolving_off,emphasis_hardlp,heuristics_fast,emphasis_easycip,emphasis_optimality,heuristics_off
bley_xl1,emphasis_feasibility,separating_fast,heuristics_aggressive,heuristics_fast,separating_off,presolving_fast,presolving_aggressive,default,emphasis_hardlp,separating_aggressive,heuristics_off,emphasis_easycip,presolving_off,emphasis_optimality
neos-584146,separating_aggressive,emphasis_feasibility,separating_fast,presolving_aggressive,presolving_fast,default,emphasis_hardlp,separating_off,emphasis_easycip,presolving_off,heuristics_aggressive,heuristics_fast,emphasis_optimality,heuristics_off
neos-941698,separating_fast,emphasis_easycip,emphasis_feasibility,default,presolving_off,presolving_fast,emphasis_hardlp,presolving_aggressive,heuristics_aggressive,separating_aggressive,heuristics_fast,separating_off,heuristics_off,emphasis_optimality
momentum3,separating_off,heuristics_aggressive,separating_fast,separating_aggressive,presolving_fast,emphasis_feasibility,presolving_off,default,presolving_aggressive,emphasis_hardlp,emphasis_easycip,heuristics_fast,emphasis_optimality,heuristics_off
neos-1122047,emphasis_easycip,emphasis_hardlp,presolving_aggressive,default,separating_fast,presolving_fast,separating_aggressive,heuristics_fast,separating_off,presolving_off,heuristics_aggressive,emphasis_feasibility,emphasis_optimality,heuristics_off
set3-15,default,separating_aggressive,presolving_fast,presolving_aggressive,heuristics_aggressive,separating_fast,presolving_off,emphasis_feasibility,emphasis_optimality,heuristics_fast,emphasis_hardlp,separating_off,emphasis_easycip,heuristics_off
pk1,heuristics_aggressive,separating_fast,presolving_fast,emphasis_feasibility,separating_off,emphasis_hardlp,default,separating_aggressive,presolving_aggressive,presolving_off,heuristics_fast,emphasis_optimality,emphasis_easycip,heuristics_off
atlanta-ip,emphasis_feasibility,presolving_aggressive,presolving_fast,heuristics_aggressive,separating_fast,presolving_off,separating_off,default,separating_aggressive,emphasis_optimality,emphasis_hardlp,emphasis_easycip,heuristics_fast,heuristics_off
d10200,presolving_aggressive,default,emphasis_feasibility,separating_fast,separating_aggressive,presolving_fast,heuristics_aggressive,heuristics_fast,emphasis_easycip,separating_off,emphasis_hardlp,presolving_off,emphasis_optimality,heuristics_off
neos-1440460,default,heuristics_aggressive,presolving_fast,presolving_aggressive,separating_aggressive,separating_fast,emphasis_feasibility,separating_off,heuristics_fast,emphasis_easycip,presolving_off,emphasis_hardlp,emphasis_optimality,heuristics_off
rmine10,separating_off,default,separating_fast,heuristics_aggressive,emphasis_feasibility,presolving_fast,presolving_off,emphasis_hardlp,emphasis_easycip,heuristics_fast,separating_aggressive,presolving_aggressive,emphasis_optimality,heuristics_off
co-100,emphasis_feasibility,heuristics_aggressive,separating_fast,heuristics_fast,presolving_aggressive,separating_off,default,presolving_fast,emphasis_hardlp,emphasis_easycip,emphasis_optimality,separating_aggressive,presolving_off,heuristics_off
opt1217,presolving_fast,emphasis_easycip,emphasis_feasibility,separating_aggressive,heuristics_fast,emphasis_hardlp,separating_fast,default,heuristics_aggressive,separating_off,heuristics_off,presolving_off,presolving_aggressive,emphasis_optimality
zib54-UUE,separating_fast,presolving_off,presolving_fast,default,emphasis_hardlp,emphasis_feasibility,separating_off,emphasis_easycip,heuristics_fast,separating_aggressive,presolving_aggressive,emphasis_optimality,heuristics_aggressive,heuristics_off
neos-555424,presolving_aggressive,emphasis_feasibility,heuristics_aggressive,default,separating_fast,presolving_off,separating_aggressive,presolving_fast,separating_off,emphasis_hardlp,emphasis_easycip,heuristics_fast,heuristics_off,emphasis_optimality
qap10,emphasis_feasibility,separating_off,default,separating_fast,separating_aggressive,heuristics_aggressive,emphasis_easycip,heuristics_fast,presolving_fast,presolving_aggressive,presolving_off,emphasis_hardlp,heuristics_off,emphasis_optimality
sts729,heuristics_aggressive,emphasis_hardlp,separating_fast,default,presolving_fast,heuristics_fast,presolving_off,emphasis_feasibility,emphasis_easycip,presolving_aggressive,separating_off,emphasis_optimality,separating_aggressive,heuristics_off
neos-785899,heuristics_fast,heuristics_aggressive,presolving_aggressive,emphasis_feasibility,separating_aggressive,separating_fast,presolving_fast,default,separating_off,presolving_off,emphasis_hardlp,emphasis_easycip,heuristics_off,emphasis_optimality
vpphard2,presolving_off,default,heuristics_aggressive,presolving_fast,emphasis_hardlp,separating_off,separating_fast,emphasis_feasibility,presolving_aggressive,heuristics_fast,emphasis_easycip,separating_aggressive,emphasis_optimality,heuristics_off
janos-us-DDM,separating_fast,presolving_off,default,presolving_fast,separating_aggressive,presolving_aggressive,emphasis_feasibility,emphasis_easycip,separating_off,heuristics_fast,heuristics_aggressive,emphasis_hardlp,emphasis_optimality,heuristics_off
ds-big,presolving_fast,separating_fast,separating_off,default,emphasis_hardlp,presolving_aggressive,heuristics_aggressive,emphasis_feasibility,separating_aggressive,presolving_off,emphasis_optimality,emphasis_easycip,heuristics_fast,heuristics_off
neos-1096528,emphasis_hardlp,presolving_aggressive,heuristics_aggressive,emphasis_easycip,presolving_fast,separating_off,heuristics_fast,emphasis_feasibility,presolving_off,default,separating_fast,heuristics_off,emphasis_optimality,separating_aggressive
neos-631784,emphasis_feasibility,heuristics_aggressive,separating_off,presolving_aggressive,default,separating_fast,presolving_fast,presolving_off,separating_aggressive,emphasis_optimality,emphasis_hardlp,emphasis_easycip,heuristics_fast,heuristics_off
neos-954925,presolving_fast,separating_fast,presolving_aggressive,emphasis_feasibility,default,separating_off,presolving_off,emphasis_easycip,separating_aggressive,emphasis_optimality,heuristics_aggressive,emphasis_hardlp,heuristics_fast,heuristics_off
beasleyC3,default,separating_aggressive,presolving_fast,heuristics_aggressive,presolving_aggressive,separating_fast,presolving_off,heuristics_fast,emphasis_feasibility,separating_off,emphasis_optimality,emphasis_hardlp,emphasis_easycip,heuristics_off
neos-1311124,presolving_aggressive,separating_aggressive,separating_fast,emphasis_feasibility,separating_off,presolving_fast,default,heuristics_aggressive,presolving_off,emphasis_optimality,heuristics_fast,emphasis_hardlp,emphasis_easycip,heuristics_off
neos-935348,separating_off,presolving_fast,separating_aggressive,default,separating_fast,presolving_aggressive,presolving_off,emphasis_feasibility,heuristics_aggressive,emphasis_optimality,emphasis_easycip,emphasis_hardlp,heuristics_fast,heuristics_off
neos-824695,separating_off,emphasis_feasibility,heuristics_aggressive,default,presolving_fast,separating_fast,presolving_aggressive,separating_aggressive,emphasis_optimality,presolving_off,emphasis_easycip,heuristics_fast,emphasis_hardlp,heuristics_off
lotsize,presolving_aggressive,separating_fast,default,separating_aggressive,presolving_off,heuristics_aggressive,emphasis_feasibility,presolving_fast,heuristics_fast,emphasis_optimality,separating_off,emphasis_easycip,emphasis_hardlp,heuristics_off
neos-738098,emphasis_feasibility,heuristics_aggressive,presolving_fast,separating_off,presolving_aggressive,default,separating_aggressive,separating_fast,emphasis_hardlp,presolving_off,emphasis_easycip,emphasis_optimality,heuristics_fast,heuristics_off
neos-1605061,separating_fast,emphasis_feasibility,heuristics_aggressive,separating_aggressive,default,presolving_aggressive,presolving_fast,heuristics_fast,separating_off,emphasis_hardlp,emphasis_easycip,presolving_off,emphasis_optimality,heuristics_off
neos-807705,heuristics_aggressive,presolving_fast,default,separating_fast,separating_aggressive,separating_off,emphasis_feasibility,presolving_off,presolving_aggressive,emphasis_hardlp,heuristics_fast,emphasis_optimality,emphasis_easycip,heuristics_off
leo2,separating_off,emphasis_hardlp,heuristics_aggressive,presolving_aggressive,presolving_fast,heuristics_fast,emphasis_feasibility,separating_aggressive,default,presolving_off,separating_fast,emphasis_optimality,emphasis_easycip,heuristics_off
neos-827015,presolving_fast,default,separating_fast,separating_off,emphasis_hardlp,heuristics_aggressive,heuristics_fast,emphasis_feasibility,presolving_aggressive,presolving_off,emphasis_easycip,heuristics_off,separating_aggressive,emphasis_optimality
neos-1171692,emphasis_feasibility,presolving_aggressive,heuristics_aggressive,separating_off,presolving_off,presolving_fast,separating_aggressive,separating_fast,default,emphasis_easycip,emphasis_hardlp,heuristics_fast,emphasis_optimality,heuristics_off
neos-1425699,emphasis_feasibility,default,separating_aggressive,separating_fast,separating_off,presolving_fast,presolving_aggressive,heuristics_aggressive,heuristics_fast,emphasis_easycip,presolving_off,emphasis_optimality,emphasis_hardlp,heuristics_off
neos-933815,default,presolving_aggressive,separating_aggressive,presolving_fast,separating_fast,emphasis_feasibility,heuristics_aggressive,emphasis_hardlp,emphasis_easycip,heuristics_fast,presolving_off,separating_off,emphasis_optimality,heuristics_off
neos-937446,separating_off,presolving_fast,separating_fast,presolving_off,presolving_aggressive,separating_aggressive,default,heuristics_aggressive,emphasis_feasibility,emphasis_easycip,emphasis_optimality,emphasis_hardlp,heuristics_fast,heuristics_off
dc1l,default,separating_fast,presolving_aggressive,heuristics_aggressive,separating_aggressive,emphasis_feasibility,separating_off,heuristics_fast,presolving_fast,presolving_off,emphasis_hardlp,emphasis_easycip,emphasis_optimality,heuristics_off
neos-1436709,default,heuristics_aggressive,presolving_fast,separating_fast,presolving_aggressive,separating_aggressive,emphasis_feasibility,separating_off,emphasis_easycip,heuristics_fast,emphasis_hardlp,presolving_off,emphasis_optimality,heuristics_off
neos-1120495,presolving_aggressive,emphasis_feasibility,default,heuristics_aggressive,separating_aggressive,presolving_fast,emphasis_easycip,emphasis_hardlp,separating_fast,separating_off,heuristics_fast,presolving_off,emphasis_optimality,heuristics_off
aflow30a,presolving_aggressive,separating_fast,default,separating_aggressive,heuristics_aggressive,emphasis_feasibility,heuristics_fast,presolving_fast,presolving_off,separating_off,emphasis_optimality,emphasis_easycip,heuristics_off,emphasis_hardlp
neos-504815,separating_aggressive,separating_fast,presolving_fast,default,heuristics_aggressive,presolving_aggressive,heuristics_fast,emphasis_easycip,separating_off,emphasis_hardlp,emphasis_feasibility,presolving_off,heuristics_off,emphasis_optimality
satellites2-60,emphasis_feasibility,presolving_fast,presolving_off,presolving_aggressive,separating_off,default,heuristics_aggressive,separating_aggressive,separating_fast,emphasis_hardlp,heuristics_fast,emphasis_optimality,heuristics_off,emphasis_easycip
neos-631694,emphasis_feasibility,heuristics_aggressive,presolving_aggressive,default,separating_aggressive,presolving_fast,separating_off,separating_fast,emphasis_hardlp,presolving_off,emphasis_easycip,heuristics_fast,heuristics_off,emphasis_optimality
neos-942323,emphasis_hardlp,emphasis_easycip,emphasis_feasibility,presolving_fast,default,presolving_aggressive,heuristics_aggressive,separating_aggressive,heuristics_fast,separating_fast,heuristics_off,separating_off,presolving_off,emphasis_optimality
ex1010-pi,default,separating_fast,presolving_fast,separating_off,separating_aggressive,heuristics_aggressive,presolving_aggressive,emphasis_feasibility,heuristics_fast,emphasis_optimality,presolving_off,emphasis_easycip,emphasis_hardlp,heuristics_off
neos-1281048,separating_aggressive,default,emphasis_feasibility,presolving_fast,heuristics_fast,presolving_aggressive,emphasis_hardlp,heuristics_aggressive,heuristics_off,presolving_off,emphasis_easycip,separating_fast,emphasis_optimality,separating_off
neos-480878,separating_aggressive,default,presolving_aggressive,heuristics_aggressive,separating_fast,separating_off,emphasis_feasibility,heuristics_fast,emphasis_optimality,presolving_fast,presolving_off,emphasis_hardlp,heuristics_off,emphasis_easycip
d20200,presolving_aggressive,emphasis_feasibility,default,separating_fast,separating_aggressive,presolving_fast,separating_off,heuristics_aggressive,emphasis_easycip,presolving_off,heuristics_fast,emphasis_hardlp,emphasis_optimality,heuristics_off
neos-810326,heuristics_off,separating_fast,heuristics_fast,separating_aggressive,emphasis_feasibility,presolving_aggressive,emphasis_easycip,heuristics_aggressive,emphasis_hardlp,presolving_fast,default,emphasis_optimality,presolving_off,separating_off
neos-953928,emphasis_feasibility,heuristics_aggressive,presolving_fast,default,separating_off,presolving_off,separating_fast,separating_aggressive,presolving_aggressive,emphasis_hardlp,emphasis_optimality,emphasis_easycip,heuristics_fast,heuristics_off
circ10-3,emphasis_feasibility,presolving_fast,default,heuristics_aggressive,emphasis_hardlp,presolving_aggressive,separating_aggressive,separating_fast,emphasis_easycip,separating_off,presolving_off,heuristics_off,heuristics_fast,emphasis_optimality
neos-848845,emphasis_feasibility,separating_fast,default,separating_off,presolving_fast,heuristics_aggressive,emphasis_easycip,separating_aggressive,heuristics_fast,emphasis_hardlp,presolving_aggressive,heuristics_off,presolving_off,emphasis_optimality
rentacar,emphasis_feasibility,separating_off,presolving_fast,presolving_off,emphasis_easycip,heuristics_aggressive,heuristics_fast,separating_fast,default,separating_aggressive,presolving_aggressive,emphasis_hardlp,emphasis_optimality,heuristics_off
pg,separating_fast,default,presolving_aggressive,presolving_fast,separating_aggressive,heuristics_aggressive,heuristics_fast,presolving_off,emphasis_feasibility,emphasis_optimality,emphasis_easycip,emphasis_hardlp,separating_off,heuristics_off
uct-subprob,emphasis_feasibility,separating_fast,default,heuristics_aggressive,presolving_fast,heuristics_fast,presolving_off,separating_aggressive,presolving_aggressive,separating_off,emphasis_easycip,heuristics_off,emphasis_hardlp,emphasis_optimality
neos-1208069,emphasis_feasibility,emphasis_easycip,separating_aggressive,default,presolving_fast,heuristics_aggressive,heuristics_fast,emphasis_hardlp,separating_fast,presolving_aggressive,separating_off,emphasis_optimality,presolving_off,heuristics_off
transportmoment,separating_fast,default,presolving_off,separating_off,separating_aggressive,presolving_aggressive,emphasis_feasibility,heuristics_aggressive,emphasis_optimality,presolving_fast,emphasis_hardlp,heuristics_fast,emphasis_easycip,heuristics_off
neos-595905,presolving_aggressive,default,separating_fast,heuristics_aggressive,separating_aggressive,heuristics_fast,emphasis_feasibility,emphasis_optimality,separating_off,heuristics_off,presolving_off,presolving_fast,emphasis_easycip,emphasis_hardlp
reblock67,separating_fast,presolving_fast,emphasis_feasibility,default,heuristics_aggressive,separating_off,emphasis_hardlp,presolving_aggressive,emphasis_easycip,presolving_off,heuristics_fast,separating_aggressive,emphasis_optimality,heuristics_off
neos-933550,default,emphasis_feasibility,separating_aggressive,separating_fast,heuristics_fast,heuristics_aggressive,separating_off,presolving_fast,emphasis_easycip,emphasis_hardlp,presolving_off,heuristics_off,presolving_aggressive,emphasis_optimality
unitcal_7,emphasis_feasibility,separating_fast,separating_off,heuristics_aggressive,presolving_fast,default,presolving_off,presolving_aggressive,emphasis_optimality,separating_aggressive,emphasis_easycip,emphasis_hardlp,heuristics_fast,heuristics_off
neos-691073,emphasis_feasibility,default,separating_fast,separating_off,separating_aggressive,heuristics_aggressive,presolving_fast,emphasis_optimality,presolving_aggressive,presolving_off,emphasis_easycip,heuristics_fast,emphasis_hardlp,heuristics_off
dano3mip,presolving_aggressive,default,presolving_fast,separating_fast,heuristics_aggressive,separating_aggressive,separating_off,emphasis_feasibility,emphasis_hardlp,heuristics_fast,presolving_off,emphasis_optimality,emphasis_easycip,heuristics_off
fast0507,presolving_fast,default,emphasis_optimality,heuristics_aggressive,separating_fast,presolving_aggressive,emphasis_feasibility,separating_off,separating_aggressive,presolving_off,heuristics_fast,emphasis_easycip,emphasis_hardlp,heuristics_off
n3705,presolving_aggressive,presolving_fast,heuristics_aggressive,separating_aggressive,heuristics_fast,emphasis_hardlp,default,emphasis_optimality,separating_fast,emphasis_feasibility,presolving_off,emphasis_easycip,separating_off,heuristics_off
neos-803220,default,presolving_aggressive,separating_fast,separating_aggressive,presolving_fast,heuristics_aggressive,heuristics_fast,separating_off,emphasis_hardlp,emphasis_feasibility,presolving_off,emphasis_easycip,emphasis_optimality,heuristics_off
mitre,separating_fast,separating_aggressive,default,emphasis_feasibility,heuristics_aggressive,presolving_aggressive,presolving_fast,presolving_off,separating_off,heuristics_fast,emphasis_easycip,emphasis_hardlp,emphasis_optimality,heuristics_off
ns25-pr9,separating_fast,default,presolving_aggressive,presolving_fast,emphasis_feasibility,emphasis_hardlp,presolving_off,heuristics_aggressive,heuristics_fast,emphasis_easycip,separating_off,emphasis_optimality,separating_aggressive,heuristics_off
air03,emphasis_feasibility,separating_fast,separating_off,separating_aggressive,default,heuristics_aggressive,presolving_off,emphasis_optimality,emphasis_hardlp,presolving_aggressive,heuristics_off,presolving_fast,heuristics_fast,emphasis_easycip
neos-538867,presolving_aggressive,presolving_fast,emphasis_easycip,separating_aggressive,separating_fast,emphasis_feasibility,heuristics_aggressive,default,presolving_off,separating_off,heuristics_fast,heuristics_off,emphasis_optimality,emphasis_hardlp
neos-611838,default,presolving_fast,presolving_aggressive,separating_fast,separating_aggressive,heuristics_aggressive,presolving_off,emphasis_optimality,emphasis_hardlp,heuristics_fast,emphasis_easycip,heuristics_off,separating_off,emphasis_feasibility
ns894236,emphasis_feasibility,separating_fast,heuristics_aggressive,separating_aggressive,presolving_aggressive,separating_off,default,presolving_fast,presolving_off,heuristics_fast,emphasis_hardlp,emphasis_optimality,emphasis_easycip,heuristics_off
l152lav,separating_fast,emphasis_feasibility,separating_aggressive,presolving_aggressive,heuristics_fast,default,emphasis_hardlp,heuristics_aggressive,presolving_fast,presolving_off,separating_off,emphasis_easycip,heuristics_off,emphasis_optimality
n3700,heuristics_fast,presolving_aggressive,heuristics_aggressive,presolving_fast,separating_aggressive,emphasis_hardlp,default,emphasis_optimality,separating_fast,emphasis_feasibility,presolving_off,emphasis_easycip,separating_off,heuristics_off
pigeon-10,heuristics_aggressive,separating_off,presolving_fast,separating_aggressive,separating_fast,emphasis_easycip,default,emphasis_hardlp,presolving_aggressive,heuristics_fast,emphasis_feasibility,presolving_off,emphasis_optimality,heuristics_off
manna81,presolving_fast,emphasis_easycip,heuristics_aggressive,presolving_aggressive,separating_fast,separating_aggressive,default,heuristics_fast,heuristics_off,emphasis_hardlp,emphasis_optimality,presolving_off,separating_off,emphasis_feasibility
neos-808214,separating_aggressive,emphasis_feasibility,default,heuristics_aggressive,separating_fast,presolving_aggressive,emphasis_optimality,heuristics_fast,heuristics_off,emphasis_easycip,presolving_off,emphasis_hardlp,presolving_fast,separating_off
gt2,presolving_aggressive,separating_aggressive,heuristics_aggressive,separating_fast,presolving_fast,emphasis_easycip,default,emphasis_feasibility,heuristics_fast,separating_off,emphasis_optimality,emphasis_hardlp,heuristics_off,presolving_off
neos-548047,separating_aggressive,emphasis_hardlp,presolving_fast,default,heuristics_aggressive,heuristics_fast,emphasis_feasibility,presolving_aggressive,separating_off,separating_fast,presolving_off,emphasis_easycip,emphasis_optimality,heuristics_off
mas76,separating_fast,emphasis_easycip,presolving_off,presolving_aggressive,presolving_fast,default,heuristics_aggressive,separating_aggressive,heuristics_fast,emphasis_hardlp,separating_off,heuristics_off,emphasis_optimality,emphasis_feasibility
neos-1480121,separating_off,separating_fast,default,presolving_fast,emphasis_feasibility,emphasis_easycip,heuristics_aggressive,separating_aggressive,emphasis_hardlp,heuristics_fast,presolving_off,emphasis_optimality,presolving_aggressive,heuristics_off
neos-611135,presolving_aggressive,separating_fast,default,emphasis_feasibility,presolving_off,presolving_fast,heuristics_aggressive,heuristics_fast,separating_off,emphasis_hardlp,emphasis_easycip,separating_aggressive,heuristics_off,emphasis_optimality
net12,separating_off,emphasis_feasibility,heuristics_aggressive,separating_fast,separating_aggressive,presolving_fast,default,presolving_aggressive,presolving_off,emphasis_easycip,heuristics_fast,emphasis_optimality,emphasis_hardlp,heuristics_off
