name,PCA 1,PCA 2,PCA 3,PCA 4,PCA 5,PCA 6,PCA 7,PCA 8,PCA 9,PCA 10,PCA 11,PCA 12,PCA 13,PCA 14,PCA 15,PCA 16,PCA 17,PCA 18,PCA 19,PCA 20,PCA 21,PCA 22,PCA 23,PCA 24,PCA 25,PCA 26,PCA 27,PCA 28,PCA 29,PCA 30,PCA 31,PCA 32,PCA 33,PCA 34,PCA 35,PCA 36,PCA 37,PCA 38,PCA 39,PCA 40,PCA 41,PCA 42,PCA 43,PCA 44
22433,-0.311957208052,-0.497416656187,-0.182931087925,-0.0959233860401,-0.489672448702,-0.593165685545,1.01886003223,-0.197760817184,-0.33486079173,1.28250671327,-1.41230916974,-0.744875184188,-0.778001562862,-0.943128447101,0.205583732576,-1.41865580172,-0.0610488697253,0.451020419648,-0.811101461414,-0.351357140475,-0.205302106205,-0.040579964371,0.165991202243,-0.258189089958,-0.246952321707,-0.287960844624,0.0906023788656,-0.0871804469221,-0.357960467862,0.267193422795,-0.346861786952,0.18228814475,-0.26509539826,0.260998539942,0.249904901913,-0.765973527034,0.295254444896,0.0910401062622,-0.182221375626,-0.222133645874,-0.0749369190274,-0.7896736479,1.1816536164,-0.31055294347
23588,-0.31648358954,-0.513704410969,-0.212016071968,-0.10310151661,-0.481287277597,-0.430727255746,1.04476828284,-0.299315725031,-0.397548429438,1.38181494302,-1.44120256688,-0.784157262036,-0.757975479869,-0.964524796315,0.261018197495,-1.39356079631,-0.0266263140528,0.484142018993,-0.748448504287,-0.32030227498,-0.242549541955,0.0428776502299,0.180302543956,-0.249598743382,-0.248748136749,-0.217618051504,0.0848613105202,-0.0933810799934,-0.338503497394,0.268007442815,-0.394036162982,0.144895496571,-0.292009430987,0.272272606264,0.294743743108,-0.8028033335,0.243691750867,0.126516439441,-0.159997697233,-0.22817136619,-0.162823325583,-0.775471872674,1.17327543271,-0.329174259963
Test3,0.0987693882248,0.200971913269,2.13232833527,0.218813253408,0.986376140233,-2.26686436679,-0.255299493324,2.98483123029,0.435443269056,-0.792790967727,1.30566151018,-0.941543814499,0.41369072755,0.43353501424,0.895599463957,1.06476318569,-4.73233094474,0.48112583257,-0.483198018101,1.39480578157,-0.0511665559941,-1.19558650637,-0.68567811099,0.0641269122402,-0.366243310238,-2.97402905315,-0.181482269085,0.308094332836,0.316173652055,3.40568381007,3.79975464512,-2.31361210707,-3.42585609849,2.53286093674,-0.104176137141,-0.709165040546,-2.21177215473,1.70092506349,1.62894232215,-1.36413330253,-2.21371043025,-1.29775023742,-0.110932030736,1.85045779942
aligninq,-0.379277850193,-0.584046558349,-0.294867604326,-0.143093372978,-0.314935225324,1.27972594766,-0.300868155587,-1.16874819296,-0.744417442837,1.19797290871,-0.933979956265,-0.425407752611,-0.433470367221,-1.22547648224,0.785408861911,0.274649254071,-0.45857653681,1.74513771461,-1.3731920581,-0.0499926048556,0.60763923328,-0.11644105027,0.293647020576,-0.991307926205,1.49300716563,-0.29020312257,1.54180806023,0.242586491525,0.599478660265,-1.03385805131,-0.755015805858,-0.0569038292891,0.0973814056247,1.28474041611,0.702850606878,0.305003876968,-0.745814256973,0.69954047724,0.150361078242,0.760386808015,-0.360191569508,-0.414264572063,-0.56437900462,0.422792040063
bc1,1.53248626498,1.01133413296,0.159683381737,0.462200789636,-0.962131739267,-5.22094724033,1.37563764378,1.03600629131,0.396169034031,-1.61846987365,-1.81430123568,-1.39197214281,-0.977287029132,0.874290724436,0.34017266739,1.26662453572,-0.925131090717,2.69448634144,2.31412206079,2.29840592187,-1.35363302651,1.86267396269,-0.324544684956,0.245325944434,0.224100605674,1.32722563744,-1.85274644161,1.43346799041,1.80135969106,0.0858535061843,0.407767379646,-0.77381363116,-0.0746833083935,-0.291640491143,1.45243823777,-1.74345531519,-0.89302309613,-0.974995655843,-2.60124984567,3.11927265056,0.227223226778,-0.030562987975,-0.432810246982,1.20486915629
bienst1,-0.0594285781705,0.267497829257,-0.0332874588338,-0.0174985164864,-0.45288980686,-2.86604659654,-0.0373950479824,0.679513542365,-0.0345694512312,-0.373140205589,-0.468612212506,0.538439128126,0.0260987302922,-0.473167095446,0.899863786702,-0.459129346842,-0.610155179894,1.12647876976,0.767563669995,-1.63152584597,-0.339958825066,0.275373514083,-0.723250043066,-0.46274075538,-0.0188698243066,0.407334523106,-0.213009958799,0.131263679536,-0.252999862856,-0.00294786364109,0.0290492742977,0.582690318024,-0.0403220817298,-0.184455199636,-1.27747824937,-0.351888985453,0.968550731118,-0.101442602453,-0.333661227291,-0.444803021537,0.167721573632,0.205724336706,0.164326631409,0.347685643066
d10200,-0.298595419962,-0.279630672147,-0.239556079925,-0.213183041737,1.606895611,0.220752753484,1.57025413694,1.03819824706,-0.958963762559,4.33719998543,1.35541495405,2.57887241902,0.856902753753,1.26032167317,-0.0327338781044,3.33465396293,-1.66289005333,-1.43569122099,-1.12851068141,0.986385087404,-0.722753305855,0.932391568417,-0.289737018812,-1.48010657113,-0.150332177138,-0.757427697103,1.34945229824,0.699461813291,-0.496717872811,-0.234097563117,0.410110149138,-2.47075579254,-2.90333350476,-1.68683196225,-1.14054783778,-1.51368093283,-1.18346555854,-3.84200898442,4.44612251883,1.05074645665,1.10713420088,-1.57859596729,0.0388418475827,0.980807478506
d20200,-0.280576901375,-0.256908663209,-0.343500106275,-0.187831434964,1.00635034605,1.16494582535,0.962151585968,-0.206552327387,-0.995921493891,3.07884346881,0.112235933973,2.84883221332,0.73149696125,1.8777137495,-0.177027246866,2.71120271319,-0.821421443237,-0.534287131913,-0.800771417402,1.0192202961,-0.399479014577,0.931634212447,-0.422645718631,-1.31257546934,-0.265028999072,-0.0816216985506,0.958285435747,1.07024892834,0.103239209862,-0.618874983481,0.346475610638,-2.30577623254,-2.32830564517,-1.40556259836,-0.318065602638,-1.25482448627,-0.0908870477373,-4.23000683858,4.41951528439,1.50268049464,1.90754528853,-1.39171516776,0.503143265995,-0.319498790541
dano3_3,0.0710719664179,0.201985244372,0.151994237518,0.0427536653425,-0.716580494911,-3.13518347802,0.582283359447,1.01079425608,0.47025101131,-0.886915677168,-0.79253938297,-0.232260889477,-0.112598623282,-0.0478098264152,0.100678882052,-1.51951333823,-0.732308988081,0.224206684116,-0.339642978055,-0.555881962764,-0.572289842272,-0.692502073963,-0.738736386328,-0.204787461512,-0.131833191526,-0.384870438422,-0.0236839530043,0.217641408707,-0.27475592534,-0.10509911353,0.0683821490535,0.666753707931,0.186702174658,-0.284184825902,-0.466509020239,-0.821192029075,0.870684741726,-0.600920002192,-0.772454307635,-0.258926930714,0.464355893266,-0.382340478005,-0.142803795199,0.106468029515
dano3_4,0.0709468909694,0.201564638048,0.151647645411,0.0426202070398,-0.71640044612,-3.13150932056,0.581282508824,1.00912155314,0.469374232927,-0.886254596459,-0.792363725749,-0.233632498227,-0.112050463607,-0.0473485150181,0.100974809358,-1.51913223085,-0.73253189687,0.223927624869,-0.338559806617,-0.554437039159,-0.57225664916,-0.691499108199,-0.738612668401,-0.204273133152,-0.132463614015,-0.383682550964,-0.0233992822474,0.217148289673,-0.273967126085,-0.104963928775,0.0673044763425,0.665590444743,0.187164155049,-0.283722619731,-0.467013869223,-0.822024103079,0.869031960049,-0.600202219196,-0.772131214649,-0.258716720116,0.46382044541,-0.381959590205,-0.143586405367,0.106090147638
